site,practice,Year ,GrainC1,LeafC1,StemC1,RootC1,GrainC2,LeafC2,StemC2,RootC2,GrainC3,LeafC3,StemC3,RootC3,%SOC_10cm,%SOC_20cm,%SOC_30cm,%SOC_40cm,%SOC_50cm,kgSOC_10cm,kgSOC_20cm,kgSOC_30cm,kgSOC_40cm,kgSOC_50cm,IniSOC     ,End_SOC    ,dSOC       ,GWP,CO2_GWP,CH4_GWP,N2O_GWP,ShootLitterC_input,RootLitterC_input,ManureC_input,RootExudation_DOC,Soil-CO2,Leach_C    ,Runoff_C   ,CH4,IniSON     ,IniSIN     ,EndSON     ,EndSIN     ,dSN        ,Atmo_N_input,Fertilizer_N_input,Manure_N_input,Litter_N_input,N_fixation ,Crop_N_uptake,Leach_NO3,Runoff_SON ,Leach_DON  ,N2O_flux,NO_flux    ,N2_flux,NH3_flux,exchengeable-NH4,PET        ,Transpiration,Evaporation,WaterLeach ,Runoff     ,Irrigation ,Precipitation,DeepWater  ,MeanT      ,WindSpeed  ,ColdStress ,WaterStress,N_Stress   ,Cut_CropC  ,yr_end_grain,yr_end_leaf,yr_end_stem,yr_end_root,yr_end_stub
BZ,regen,18,1609.77,1177.61,147.2,4121.63,154.42,1115.74,7810.16,5108.95,356.91,595.21,391.14,425.15,0.0608,0.0166,0.0049,0.0014,0.0003,70079.95,19094.23,5628.6,1663.27,597.24,96364.98,97063.28,698.3,26820.92026,-2555.832834,-12.69333333,29389.44643,8780.92,744.57,936.89,17999.71,25847.01,1917.1,0,-0.34,9072.51,45.13,9142.73,45.2,70.29,0,0,83.95,332.7,192.37,303.98,15.51,0,0,47.05,0.26,4.15,42.28,17.06,554.11,1033.25,143.68,20628.73,0,0,22234,64.04,26.97,2,1,0.22,0.27,0,42582.01,31384.86,19136.96,119152.74,19.04
BZ,regen,19,1616.79,1182.74,147.84,4139.6,155.34,1121.79,7852.53,5136.28,362.49,599.53,393.97,428.23,0.0616,0.0164,0.0048,0.0014,0.0003,70996.25,18930.62,5583.82,1650.69,592.95,97063.27,97754.33,691.06,27653.20851,-2529.333866,-12.69333333,30195.23571,8802.12,755.53,936.89,18825.16,26647.21,1981.86,0,-0.34,9142.73,45.2,9210.17,45.2,67.44,0,0,84.02,334.52,193.13,305.75,15.99,0,0,48.34,0.27,4.28,42.42,17.09,553.83,1036.39,143.83,20625.4,0,0,22234,64.04,26.97,2,1,0.22,0.27,0,45263.63,33238.46,19839.65,124605.28,13.22
BZ,regen,20,1623.77,1187.85,148.48,4157.48,148.3,1117.51,7822.59,5130.66,392.93,712.8,468.41,509.14,0.0624,0.0163,0.0048,0.0014,0.0003,71975.33,18769.64,5539.71,1638.3,588.74,97754.35,98511.73,757.38,29440.18806,-2772.070274,-13.06666667,32225.325,8800.21,764.8,1250.89,19668.75,27676.1,2051.46,0,-0.35,9210.17,45.2,9282.7,45.44,72.78,0,0,104.91,335.47,193.32,313.13,16.55,0,0,51.59,0.28,4.41,43.24,17.17,553.55,1028.16,141.66,20635.79,0,0,22234,64.04,26.97,2,1,0.22,0.27,0,48013.2,35265.76,20635.22,130150.93,9.17
SD,organic,1,0,1081.64,1081.64,865.31,0,0,0,0,0,0,0,0,0.0138,0.0074,0.0022,0.0006,0.0002,15842.18,8558.94,2502.64,735.44,265.3,27021.44,27904.49,883.05,-3213.293056,-3232.032342,0,18.73928571,930.34,24.84,312.3,87.58,471.94,0.06,0,0,2677.82,1.21,2699.44,7.7,28.11,0,0,14.67,29.14,22.94,31.26,0.04,0,0,0.03,0.01,0.06,4.78,3.08,1288.66,52.47,518.44,0,0,0,539.8,20.87,14.35,2,1,0.19,0.47,0,0,279.8,279.8,694.5,0
SD,organic,2,0,1098.25,1098.25,878.6,0,0,0,0,0,0,0,0,0.0141,0.0074,0.0022,0.0006,0.0002,16260.93,8521.39,2490.39,732.57,268.73,27904.49,28274.02,369.52,-1208.80436,-1352.472217,0,143.6678571,819.66,72.52,691.56,229.54,1443.6,0.11,0,0,2699.44,7.7,2728.96,8.86,30.68,0,0,32.47,31.65,21.23,36.03,0.17,0,0,0.23,0.01,0.35,10.74,3.45,1288.58,60.22,442.23,0,0,0,539.8,0.09,14.35,2,1,0.18,0.49,0,0,222.68,222.68,1118.16,0
SD,organic,3,0,1052.55,1052.55,842.04,0,0,0,0,0,0,0,0,0.0144,0.0074,0.0022,0.0006,0.0002,16538.89,8482.46,2477.01,728.03,268.47,28274.02,28494.85,220.84,-589.6667415,-808.2917415,0,218.625,721.32,100.05,657.69,307.85,1565.97,0.11,0,0,2728.96,8.86,2752.85,9.35,24.37,0,0,30.87,32.12,19.68,35.88,0.19,0,0,0.35,0.02,0.51,11.48,3.47,1288.62,59.73,427.38,0,0,0,539.8,0.09,14.35,2,1,0.17,0.49,0,0,205.54,205.54,1333.58,0
SD,organic,4,0,1062.63,1062.63,850.1,0,0,0,0,0,0,0,0,0.0146,0.0073,0.0021,0.0006,0.0002,16814.94,8444.36,2463.98,723.49,267.72,28494.85,28714.5,219.65,-504.1076767,-803.9362481,0,299.8285714,721.82,114.83,647.4,350.69,1615.03,0.12,0,0,2752.85,9.35,2774.45,9.81,22.07,0,0,30.37,33.86,19.65,36.65,0.21,0,0,0.48,0.02,0.71,12.46,3.47,1288.61,60.76,426.14,0,0,0,539.8,0.09,14.35,2,1,0.16,0.5,0,0,209.33,209.33,1464.83,0
SD,organic,5,0,1074.68,1074.68,859.74,0,0,0,0,0,0,0,0,0.0148,0.0073,0.0021,0.0006,0.0002,17080.94,8406.97,2451.32,719.05,266.65,28714.5,28924.92,210.42,-395.368009,-770.1537233,0,374.7857143,739.53,123.97,649.68,377.31,1679.94,0.12,0,0,2774.45,9.81,2794.76,10.25,20.75,0,0,30.47,35.43,19.69,37.43,0.23,0,0,0.6,0.02,0.88,13.48,3.46,1288.6,61.8,424.43,0,0,0,539.8,0.09,14.35,2,1,0.16,0.5,0,0,213.87,213.87,1548.65,0
SD,organic,6,0,1088.42,1088.42,870.73,0,0,0,0,0,0,0,0,0.0151,0.0073,0.0021,0.0006,0.0002,17336.65,8370.28,2439.01,714.73,265.49,28924.92,29126.16,201.24,-280.5649167,-736.5542024,0,455.9892857,759.86,129.95,652.4,394.88,1735.72,0.12,0,0,2794.76,10.25,2813.96,10.68,19.63,0,0,30.59,36.69,19.8,38.18,0.25,0,0,0.73,0.02,1.06,14.42,3.46,1288.59,62.8,423.4,0,0,0,539.8,0.09,14.35,2,1,0.16,0.5,0,0,219.03,219.03,1606.12,0
SD,organic,7,0,1102.02,1102.02,881.61,0,0,0,0,0,0,0,0,0.0153,0.0072,0.0021,0.0006,0.0002,17582.08,8334.23,2427.02,710.53,264.3,29126.16,29318.16,192,-171.7886483,-702.7350769,0,530.9464286,780.47,134.14,655.5,407.29,1785.33,0.13,0,0,2813.96,10.68,2832.17,11.08,18.62,0,0,30.72,37.75,19.9,38.93,0.27,0,0,0.85,0.03,1.23,15.27,3.45,1288.58,63.77,422.26,0,0,0,539.8,0.09,14.35,2,1,0.16,0.5,0,0,224.15,224.15,1648.26,0
SD,organic,8,0,1116.6,1116.6,893.28,0,0,0,0,0,0,0,0,0.0155,0.0072,0.0021,0.0006,0.0002,17819.09,8298.77,2415.3,706.42,263.1,29318.16,29502.68,184.52,-69.45411809,-675.3576895,0,605.9035714,802.28,137.33,658.58,416.8,1830.32,0.13,0,0,2832.17,11.08,2849.52,11.47,17.74,0,0,30.85,38.72,20.04,39.69,0.29,0,0,0.97,0.03,1.39,16.01,3.44,1288.57,64.75,421.34,0,0,0,539.8,0.09,14.35,2,1,0.16,0.5,0,0,229.64,229.64,1682.16,0
SD,organic,9,0,1131.99,1131.99,905.59,0,0,0,0,0,0,0,0,0.0157,0.0072,0.0021,0.0006,0.0002,18049.21,8263.9,2403.84,702.42,261.93,29502.68,29681.3,178.62,20.85105951,-653.7632262,0,674.6142857,825.34,139.98,661.87,424.82,1873.28,0.13,0,0,2849.52,11.47,2866.19,11.84,17.04,0,0,31,39.66,20.21,40.42,0.31,0,0,1.08,0.03,1.56,16.68,3.43,1288.56,65.7,420.76,0,0,0,539.8,0.09,14.35,2,1,0.17,0.5,0,0,235.42,235.42,1711.82,0
SD,organic,10,0,1144.53,1144.53,915.63,0,0,0,0,0,0,0,0,0.0159,0.0072,0.0021,0.0006,0.0002,18269.97,8229.5,2392.59,698.5,260.74,29681.3,29851.3,170,127.3580793,-622.2133493,0,749.5714286,845.06,142.27,665.35,431.71,1914.23,0.13,0,0,2866.19,11.84,2882.14,12.2,16.31,0,0,31.15,40.47,20.32,41.08,0.33,0,0,1.2,0.03,1.72,17.3,3.42,1288.55,66.51,419.83,0,0,0,539.8,0.09,14.35,2,1,0.17,0.5,0,0,240.14,240.14,1737.16,0
SD,organic,11,0,1156.38,1156.38,925.1,0,0,0,0,0,0,0,0,0.0161,0.0071,0.0021,0.0006,0.0002,18482.64,8195.6,2381.55,694.66,259.55,29851.3,30013.99,162.69,222.8239676,-595.4581753,0,818.2821429,863.18,144.26,668.19,437.71,1950.5,0.14,0,0,2882.14,12.2,2897.41,12.55,15.62,0,0,31.27,41.19,20.42,41.71,0.35,0,0,1.31,0.03,1.87,17.84,3.41,1288.54,67.26,418.93,0,0,0,539.8,0.09,14.35,2,1,0.17,0.5,0,0,244.59,244.59,1759.55,0
SD,organic,12,0,1167.82,1167.82,934.26,0,0,0,0,0,0,0,0,0.0162,0.0071,0.0021,0.0006,0.0001,18688.17,8162.14,2370.68,690.88,258.38,30013.99,30170.26,156.27,315.0323859,-571.9604712,0,886.9928571,880.68,146.04,670.82,443.12,1984.23,0.14,0,0,2897.41,12.55,2912.09,12.88,15.01,0,0,31.38,41.87,20.53,42.28,0.37,0,0,1.42,0.03,2.02,18.33,3.4,1288.53,67.93,418.3,0,0,0,539.8,0.09,14.35,2,1,0.17,0.5,0,0,248.88,248.88,1779.97,0
SD,organic,13,0,1178.28,1178.28,942.63,0,0,0,0,0,0,0,0,0.0164,0.0071,0.0021,0.0006,0.0001,18886.91,8129.1,2359.99,687.16,257.21,30170.26,30320.38,150.12,406.2525832,-549.4509882,0,955.7035714,896.88,147.66,673.36,448.02,2015.65,0.14,0,0,2912.09,12.88,2926.19,13.19,14.41,0,0,31.49,42.5,20.62,42.83,0.39,0,0,1.53,0.03,2.17,18.78,3.39,1288.52,68.55,417.55,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,252.82,252.82,1798.62,0
SD,organic,14,0,1190.28,1190.28,952.22,0,0,0,0,0,0,0,0,0.0166,0.007,0.002,0.0006,0.0001,19081.62,8096.49,2349.43,683.51,256.06,30320.38,30467.1,146.73,481.124535,-537.043322,0,1018.167857,914.72,149.2,675.67,452.71,2045.42,0.14,0,0,2926.19,13.19,2939.81,13.49,13.93,0,0,31.59,43.16,20.75,43.4,0.41,0,0,1.63,0.04,2.31,19.18,3.38,1288.51,69.21,416.99,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,257.33,257.33,1817.23,0
SD,organic,15,0,1200.1,1200.1,960.08,0,0,0,0,0,0,0,0,0.0168,0.007,0.002,0.0006,0.0001,19269.84,8064.24,2339.01,679.9,254.96,30467.1,30607.95,140.85,565.1100827,-515.5220603,0,1080.632143,930.27,150.68,678.33,457.24,2075.5,0.14,0,0,2939.81,13.49,2953.01,13.78,13.48,0,0,31.7,43.76,20.85,43.88,0.43,0,0,1.73,0.04,2.44,19.55,3.37,1288.5,69.72,416.45,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,261.02,261.02,1834.41,0
SD,organic,16,0,1209.59,1209.59,967.67,0,0,0,0,0,0,0,0,0.0169,0.007,0.002,0.0006,0.0001,19453.11,8032.37,2328.73,676.34,253.84,30607.95,30744.38,136.43,637.5054868,-499.3445132,0,1136.85,944.81,152.06,680.5,461.42,2102.22,0.14,0,0,2953.01,13.78,2965.77,14.05,13.03,0,0,31.79,44.31,20.94,44.36,0.45,0,0,1.82,0.04,2.56,19.88,3.36,1288.49,70.23,415.66,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,264.59,264.59,1850.55,0
SD,organic,17,0,1221.31,1221.31,977.05,0,0,0,0,0,0,0,0,0.0171,0.007,0.002,0.0006,0.0001,19721.69,8001.33,2318.62,672.84,252.75,30744.38,30967.22,222.84,364.9631014,-815.6118986,0,1180.575,1142.02,153.43,548.76,465.61,2086.81,0.14,0,0,2965.77,14.05,2979.65,13.38,13.21,0,0,25.63,49.96,21.08,44.88,0.41,0,0,1.89,0.04,2.68,18.55,3.33,1288.42,70.8,415.45,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,323.3,323.3,1867.52,0
SD,organic,18,0,1239.47,1239.47,991.58,0,0,0,0,0,0,0,0,0.0173,0.0069,0.002,0.0006,0.0001,19869.91,7969.58,2308.44,669.34,251.01,30967.23,31068.29,101.06,779.4553212,-369.8875358,0,1149.342857,1028.8,155,716.6,470.4,2269.57,0.15,0,0,2979.65,13.38,2994.15,14.55,15.67,0,0,33.46,46.96,21.41,45.48,0.48,0,0,1.84,0.04,2.56,20.59,3.36,1288.47,71.48,412.35,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,275.83,275.83,1889.2,0
SD,organic,19,0,1256.07,1256.07,1004.86,0,0,0,0,0,0,0,0,0.0174,0.0069,0.002,0.0006,0.0001,20044.47,7938.38,2298.48,665.91,250.38,31068.28,31197.62,129.34,825.8625865,-473.3945565,0,1299.257143,1013.65,156.85,689.22,476.32,2206.53,0.15,0,0,2994.15,14.55,3006.5,14.84,12.64,0,0,32.17,46.74,21.61,46.25,0.5,0,0,2.08,0.04,2.9,20.75,3.34,1288.45,72.43,415.42,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,282.06,282.06,1912.57,0
SD,organic,20,0,1257.97,1257.97,1006.37,0,0,0,0,0,0,0,0,0.0176,0.0069,0.002,0.0006,0.0001,20211.35,7907.58,2288.6,662.5,249.36,31197.63,31319.39,121.77,921.9067616,-445.687762,-0.373333333,1367.967857,1020.6,158.47,692.86,480.92,2230.91,0.15,0,-0.01,3006.5,14.84,3018.43,15.09,12.18,0,0,32.33,47.11,21.55,46.48,0.52,0,0,2.19,0.04,3.05,21.03,3.33,1288.45,72.54,413.62,0,0,0,539.8,0.09,14.35,2,1,0.17,0.51,0,0,282.79,282.79,1927.33,0
SD,regen,1,0,809.09,809.09,384.32,0,111.2,111.2,3113.46,0,551.74,551.74,441.4,0.0138,0.0076,0.0022,0.0006,0.0002,15924.44,8695.75,2525.98,745.56,279.34,27021.44,28171.06,1149.63,-2508.707504,-4207.736075,0,1699.028571,480.59,395.7,782.45,492.73,1001.78,0.04,0,0,2677.82,1.21,2705,4.46,30.44,0,0,43.33,19.18,59.44,66.59,0.13,0,0,2.72,0.01,4.01,8.97,2.38,1288.74,254.16,316.27,0,0,0,539.8,0.06,14.35,2,1.01,0.11,0.64,0,106.02,382.02,382.02,3664.31,1138.12
SD,regen,2,0,672.42,84.05,2353.47,0,116.99,818.91,655.13,0,356.42,234.22,254.59,0.0143,0.0075,0.0022,0.0006,0.0002,16412.51,8641.36,2512.51,740.93,281.19,28171.06,28588.49,417.43,-1327.940865,-1527.826579,0,199.8857143,876.43,42.64,936.89,1296.12,2734.55,0.1,0,0,2705,4.46,2751.26,5.05,46.85,0,0,67.58,19.91,57.42,69.7,0.19,0,0,0.32,0.02,0.45,22.26,2.56,1288.82,145.47,265.49,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,252.89,1229.96,760.52,6746.62,789.94
SD,regen,3,0,693.26,86.66,2426.39,0,126.43,884.99,707.99,0,395.03,259.59,282.16,0.0147,0.0075,0.0022,0.0006,0.0002,16958.92,8589.75,2501.3,739.11,282.69,28588.49,29071.77,483.28,-1531.478464,-1768.84275,0,237.3642857,927.82,70.28,936.89,2098.24,3549.82,0.12,0,0,2751.26,5.05,2798.81,6.07,48.56,0,0,73.67,27.61,59.38,74.17,0.25,0,0,0.38,0.02,0.53,26.06,2.61,1288.45,153.13,276.51,0,0,0,539.8,0.06,14.35,2,1,0.14,0.6,0,392.97,2239.17,1158.71,9824.99,548.27
SD,regen,4,0,706.2,88.28,2471.72,0,121.14,847.95,678.36,0,533.52,350.6,381.09,0.0153,0.0074,0.0022,0.0006,0.0002,17585.28,8541.82,2490.29,737.55,283.82,29071.77,29638.75,566.98,-607.2806083,-2075.191322,0,1467.910714,935.76,87.4,1250.89,2899.53,4606.47,0.14,0,0,2798.81,6.07,2852.94,7.37,55.44,0,0,95.24,31.92,60.15,80.87,0.56,0,0,2.35,0.03,3.39,30,2.68,1288.07,159.1,269.29,0,0,0,539.8,0.06,14.35,2,1,0.14,0.6,0,528.9,3404.27,1614.59,12938.03,380.54
SD,regen,5,0,701.05,87.63,2453.69,0,119.79,838.5,670.8,0,485.39,318.97,346.71,0.0156,0.0074,0.0022,0.0006,0.0002,18000.92,8499.08,2479.61,735.64,284.4,29638.75,29999.66,360.91,-796.2589406,-1320.958941,0,524.7,919.52,95.95,936.89,3695.36,5286.66,0.14,0,0,2852.94,7.37,2894.3,7.73,41.72,0,0,73.78,33.91,59.67,77.97,0.34,0,0,0.84,0.03,1.17,29.39,2.66,1287.69,150.3,279.6,0,0,0,539.8,0.06,14.35,2,1,0.14,0.6,0,660.29,4483.94,2019.29,15912.15,264.12
SD,regen,6,0,707.44,88.43,2476.06,0,116.31,814.17,651.34,0,516.12,339.16,368.66,0.016,0.0074,0.0021,0.0006,0.0002,18400.07,8459.67,2469.28,734.14,284.83,29999.66,30348,348.33,-681.5044384,-1274.915153,0,593.4107143,894.87,100.04,936.89,4469.19,6052.49,0.15,0,0,2894.3,7.73,2932.1,8.45,38.51,0,0,73.93,34.68,60.01,79.28,0.37,0,0,0.95,0.04,1.32,30.74,2.67,1287.31,149.09,281.41,0,0,0,539.8,0.06,14.35,2,1,0.14,0.6,0,790.94,5597.86,2436.75,18890.37,183.32
SD,regen,7,0,706.32,88.29,2472.12,0,111.3,779.08,623.26,0,516.76,339.59,369.12,0.0163,0.0073,0.0021,0.0006,0.0002,18761.57,8422.89,2459.9,732.76,285.34,30347.99,30662.47,314.48,-438.9286375,-1151.021495,0,712.0928571,858.94,100.84,936.89,5246.86,6828.92,0.15,0,0,2932.1,8.45,2966.34,9.2,34.99,0,0,73.86,34.45,59.7,78.44,0.4,0,0,1.14,0.04,1.58,31.87,2.68,1286.93,152.88,275.81,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,916.94,6735.08,2865.39,21862.9,127.24
SD,regen,8,0,710.71,88.84,2487.49,0,110.46,773.2,618.56,0,522,343.03,372.85,0.0167,0.0073,0.0021,0.0006,0.0002,19242.45,8387.75,2455.25,731.51,286.49,30662.48,31103.44,440.96,328.3177261,-1613.948227,-0.373333333,1942.639286,840.22,100.1,1250.89,6051.83,7801.96,0.15,0,-0.01,2966.34,9.2,3006.86,10.65,41.97,0,0,94.43,34.3,59.98,78.75,0.69,0,0,3.11,0.05,4.43,35.17,2.71,1286.54,177.37,250.96,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1025.95,7993.12,3378.44,24973.87,88.31
SD,regen,9,0,711.95,88.99,2491.81,0,106.02,742.14,593.71,0,510.65,335.57,364.75,0.017,0.0073,0.0021,0.0006,0.0002,19511.88,8354.78,2446.88,729.94,287.12,31103.44,31330.6,227.16,235.9691815,-831.4234378,-0.746666667,1068.139286,815.85,98.76,936.89,6868.41,8492.62,0.16,0,-0.02,3006.86,10.65,3035,10.7,28.19,0,0,72.99,33.78,59.88,77.55,0.47,0,0,1.71,0.05,2.37,33.52,2.68,1286.16,161.46,265.53,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1141.88,9182.83,3838.23,28004.27,61.29
SD,regen,10,0,714.56,89.32,2500.97,0,105.65,739.58,591.67,0,511.5,336.13,365.36,0.0172,0.0072,0.0021,0.0006,0.0002,19793.63,8323.15,2440.29,728.41,287.75,31330.6,31573.23,242.63,210.2065764,-888.0448526,-1.12,1099.371429,802.98,96.99,936.89,7677.37,9271.48,0.16,0,-0.03,3035,10.7,3060.68,11.37,26.35,0,0,72.76,33.42,60.04,77.64,0.49,0,0,1.76,0.05,2.43,34.04,2.68,1285.77,163.8,264.59,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1253.3,10391.76,4317.28,31069.79,42.54
SD,regen,11,0,715.88,89.48,2505.58,0,105.53,738.69,590.95,0,511.63,336.21,365.45,0.0174,0.0072,0.0021,0.0006,0.0002,20067.31,8292.49,2433.75,726.91,288.37,31573.23,31808.82,235.59,360.9021002,-862.2778998,-1.12,1224.3,801.55,95.87,936.89,8494.94,10093.55,0.16,0,-0.03,3060.68,11.37,3084.62,11.89,24.47,0,0,72.53,33.4,60.11,77.66,0.51,0,0,1.96,0.05,2.7,34.54,2.68,1285.38,166.05,261.22,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1363.23,11614.72,4805.71,34160.04,29.53
SD,regen,12,0,722.54,90.32,2528.88,0,108.11,756.76,605.41,0,523.08,343.74,373.63,0.0178,0.0072,0.0021,0.0006,0.0002,20475.85,8261.34,2428.3,725.5,289.07,31808.82,32180.05,371.23,1069.263096,-1358.730951,-1.866666667,2429.860714,814.79,95.61,1250.89,9331.08,11121.05,0.17,0,-0.05,3084.62,11.89,3116.41,16.16,36.06,0,0,93.19,33.84,60.71,78.91,0.79,0,0,3.89,0.06,5.48,37.36,2.71,1284.99,176.18,249.61,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1472.94,12893.91,5333.1,37337.55,20.49
SD,regen,13,0,724.85,90.61,2536.98,0,107.25,750.75,600.6,0,518.42,340.67,370.3,0.018,0.0072,0.0021,0.0006,0.0002,20690.1,8232.51,2422.33,724.09,289.73,32180.06,32358.76,178.7,836.9737299,-654.0560325,-1.866666667,1492.896429,819.08,95.87,936.89,10181.05,11854.08,0.18,0,-0.05,3116.41,16.16,3137.58,15.31,20.32,0,0,71.96,34.05,60.83,78.65,0.56,0,0,2.39,0.06,3.29,35.12,2.68,1284.6,175.22,252.14,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1582.89,14171.37,5850.45,40515.02,14.22
SD,regen,14,0,726.75,90.84,2543.63,0,106.09,742.6,594.08,0,519.53,341.41,371.09,0.0182,0.0071,0.0021,0.0006,0.0002,20912.46,8204.17,2416.35,722.64,290.32,32358.76,32545.95,187.18,824.3022156,-685.0934984,-2.24,1511.635714,813.64,95.65,936.89,11031.03,12689.94,0.18,0,-0.06,3137.58,15.31,3157.21,15.49,19.81,0,0,71.73,33.91,60.91,78.58,0.57,0,0,2.42,0.06,3.31,35.33,2.67,1284.2,174.22,252.45,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1693.34,15451.5,6367.16,43694.42,9.87
SD,regen,15,0,730,91.25,2555.01,0,105.87,741.09,592.87,0,521.22,342.51,372.3,0.0184,0.0071,0.0021,0.0006,0.0002,21130.38,8176.39,2410.38,721.18,290.83,32545.94,32729.17,183.23,919.9630978,-670.6361882,-2.24,1592.839286,811.39,95.24,936.89,11883.85,13544.04,0.19,0,-0.06,3157.21,15.49,3175.62,16.04,18.96,0,0,71.53,33.83,61.13,78.77,0.59,0,0,2.55,0.06,3.48,35.53,2.67,1283.8,174.12,252.48,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1804.37,16738.75,6888.72,46889.52,6.85
SD,regen,16,0,735.68,91.96,2574.88,0,109.69,767.85,614.28,0,534.39,351.17,381.71,0.0187,0.0071,0.0021,0.0006,0.0002,21493.79,8147.45,2404.27,719.68,291.25,32729.17,33056.44,327.27,1579.213482,-1197.833899,-2.613333333,2779.660714,830.99,95.58,1250.89,12745.91,14595.96,0.2,0,-0.07,3175.62,16.04,3202.57,21.89,32.81,0,0,92.27,34.43,61.7,80.24,0.87,0,0,4.45,0.07,6.18,38.13,2.7,1283.4,176.77,248.94,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,1916.28,18049.49,7431.92,50136.08,4.76
SD,regen,17,0,739.73,92.47,2589.06,0,108.03,756.19,604.95,0,529.2,347.76,378,0.0188,0.0071,0.0021,0.0006,0.0002,21662.78,8120.67,2398.44,718.21,291.68,33056.45,33191.79,135.34,1325.615449,-495.3550276,-2.986666667,1823.957143,834.79,96.32,936.89,13613.54,15346.12,0.2,0,-0.08,3202.57,21.89,3219.42,22.68,17.63,0,0,71.17,34.62,61.92,79.92,0.63,0,0,2.92,0.07,3.96,35.78,2.66,1282.99,175.05,251.53,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,2028.44,19356.59,7958.41,53378.3,3.3
SD,regen,18,0,742.78,92.85,2599.74,0,107.36,751.5,601.2,0,530.13,348.37,378.67,0.019,0.007,0.0021,0.0006,0.0002,21846.59,8094.2,2392.6,716.72,292.06,33191.79,33342.18,150.39,1264.284838,-550.4392094,-2.986666667,1817.710714,829.55,96.28,936.89,14482,16194.26,0.21,0,-0.08,3219.42,22.68,3235.18,24.23,17.33,0,0,71.05,34.47,62.11,79.98,0.63,0,0,2.91,0.07,3.92,35.87,2.66,1282.58,174.66,251.79,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,2141.06,20669.43,8488.49,56629.84,2.29
SD,regen,19,0,746.98,93.37,2614.42,0,108.12,756.86,605.49,0,532.79,350.12,380.56,0.0192,0.007,0.0021,0.0006,0.0002,22034.02,8068.1,2386.77,715.22,292.39,33342.18,33496.49,154.32,1318.611444,-564.823318,-2.986666667,1886.421429,832.89,96.24,936.89,15354.02,17065.67,0.21,0,-0.08,3235.18,24.23,3250.34,26.02,16.95,0,0,70.93,34.55,62.44,80.41,0.65,0,0,3.02,0.07,4.05,35.93,2.66,1282.17,174.37,251.85,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,2254.14,21988.45,9023.75,59900.93,1.59
SD,regen,20,0,750.7,93.84,2627.46,0,112.87,790.1,632.08,0,549.23,360.92,392.31,0.0195,0.007,0.0021,0.0006,0.0002,22373.55,8040.62,2380.77,713.68,292.64,33496.49,33801.27,304.78,1935.624838,-1115.518733,-3.36,3054.503571,859.42,97.16,1250.89,16235.79,18138.38,0.22,0,-0.09,3250.34,26.02,3274.6,32.67,30.9,0,0,91.74,35.4,62.89,82.08,0.92,0,0,4.89,0.08,6.71,38.38,2.68,1281.76,177.84,248.01,0,0,0,539.8,0.06,14.35,2,1,0.13,0.6,0,2368.24,23333.58,9583.5,63222.01,1.1